V1,V2
-0.8604043012480029,-1.8259583429436586
0.31791671939440147,-0.6598554066058823
-0.541573862412715,1.8182901110458458
0.6160364534605837,-0.6010334489484577
1.101864308172865,-0.29148227336383586
0.4734128236661027,2.8882261005344594
-0.9734442724422434,-0.08455618997013384
-1.367392215410157,0.36622912365308274
0.15568241139246325,-1.5336117692028362
-1.0334886122184608,-0.4137055197819303
-1.4178536200058605,1.7442817952484557
0.43618632401902196,0.12764083665696893
-0.9858358637845096,0.23440824339852276
-1.0200248599078738,-0.08733835781999963
0.7330684746978098,0.41271883012108873
-0.33778871991523646,-0.7981922333019139
0.7869102844840554,0.5387812128436985
0.9626320816859473,-0.08556692363778293
0.8259024728422383,-0.23724572657442083
1.226788274666051,1.9051018876647394
0.15131515016410296,0.9419248761452491
-0.1399731177768982,1.034722883767891
-0.39125944070890933,1.7289055273882379
-0.4035319050325769,-2.194540693328903
0.2708991333042142,-0.2873491556585599
-0.3748068754614041,1.8459180366045937
-1.5996905666371204,0.7960228584000165
1.1829664355226646,0.1307912754087558
-1.1842484020901958,-0.4355458260766132
-0.011516736449906402,1.9093897150845258
2.5557540599408397,1.7427146443678274
1.053747665065714,0.4566974279664594
-0.6967218433880084,-0.371919909357588
0.9550344914628223,0.005834260822806691
-0.3671466452408004,-0.1884447771064104
1.644482388475944,0.018748155985908236
-0.33809857555470113,-0.19612049586348324
-1.116994793182344,0.38128016003031945
1.1511214911532925,-0.9211911410876169
0.1525349550325157,-0.31335508236957654
-0.3181024985813046,-2.2994310636051014
0.9563617858962769,0.9725955201601368
-0.4736609503837548,-0.15668899756060614
-0.21211907974188007,-0.8739247138939504
1.6152639611262685,2.5353750394543413
1.3157918184398327,-0.14264703615083763
0.1549226985575843,-0.38241188596050163
-0.4333199912018199,-1.5283842921210349
-0.9000846341426475,-1.0491893742236866
-0.2996305146791829,-1.617092338949841
-0.40632603185971555,-1.6243326873085733
0.1033410365043348,-1.2741330358175145
-0.9292415112314182,-0.018821763729405614
-0.08862912317549251,0.4673841564012269
-0.8655294273662113,1.6424357466813673
-0.48246454645901693,-0.09911889242537719
0.3295038664402558,-2.6335573619926276
-0.3397783276313383,0.9718061596088152
2.0756201594010535,0.16989729961044436
-0.989141754780505,-0.9155050542586585
-1.1697912424004444,1.0357274632666489
-0.9372816674059616,-0.9306869509965553
0.21653531146131827,1.074781925589008
1.272946475083447,0.43572638773426853
0.8516112121377793,0.4903724987791383
0.47919650969045174,-0.8606205969707252
0.5308792711713866,0.20889690707471786
-0.6444571255909552,-0.30345790278362234
0.5321505107598401,2.8492056442870375
-1.4433118119281876,0.2900974204491492
1.96858779300304,-1.1517383583478968
2.440218872828602,-0.2839790148222237
0.38978039304632073,0.3083495495825643
0.03072515209216216,0.49883645246185465
-0.19562650257868985,-0.624760799744008
0.5380565972423976,-0.5666293170375122
0.7263996876459274,-1.0789361932800328
-0.5072369131383629,-1.4410481857812087
0.003168668380376395,0.11126790016468253
1.665771236340068,-0.18647536658420832
-0.40700148476464537,0.6092988080966445
-0.4305348142369763,1.5855422204352658
-1.65207909775809,1.5987172916948589
-0.13251174276917613,-2.634867982011745
0.13515910328904898,1.0300732177469707
-0.7818471171575385,0.3849236833930676
-0.7697957238746642,0.8911899389661485
0.28638887263366775,-1.8125682574676987
-0.027504330509088227,-0.8127654289227925
-0.9019754838968883,-0.9219593135077875
0.5772172985916864,-1.738148287861279
-0.38879734879210587,-1.0115282313057217
