V1,V2,V3,V4
-0.027829451493657044,-0.658720543483283,0.9979968587657938,-0.23543058856010887
1.3585334680080645,-0.4242365218587196,-0.9341700118653118,0.22776007338164947
-1.1131865158777747,1.0928388115759469,0.6407631201236728,-1.6590286533886627
0.28993012386154177,-0.26671311764847816,-0.004057864833950285,-1.3860630577478414
0.19652200259981864,-0.8014561091970737,0.006661061243777773,-0.41152308324256315
0.2049862219082268,-1.4205708012931146,-1.3066758823027138,-0.7674477968495659
1.037415835359483,0.5130267761722167,0.9473724673783259,0.038097542543995444
1.7242831293354266,-1.1563548914688426,0.088636264733708,0.030930346714564398
1.1956016156755398,-0.12060884277533561,1.1539605959584223,2.148271165770521
-2.0041703884038875,1.4669024901543952,-0.988363992043028,1.1789407085258292
0.3990360514656959,-0.14301273612723464,0.4911051690750296,-0.8702749933716493
0.20123694292024097,-0.977749046251377,0.6190648798931572,0.9633379168496833
0.9582119245057686,0.6379500544784762,0.38916683207993763,0.16482263621482335
1.817912423930937,0.5764592022382963,0.4641101442059344,1.3369532233338781
1.5981359404593853,-0.4163807282632546,0.021125493508086186,-0.32775607546911634
-1.9061793499258692,2.095358535042852,-1.417968103067779,-0.5481344338612189
-2.3943916873893074,1.1666422974515243,-0.8654056208957495,0.48759431759708366
0.5905928683271219,0.741298304671439,-0.32064414953380094,-1.442612286783361
0.7005668859830287,-0.5333098353835287,0.6813816616618696,-3.1632553972101105
2.3332319408703808,-0.5437427581511983,-0.07183508974789746,-0.8788456541083838
-0.0031789837100045953,-1.7066279856688824,-1.1720241598183243,0.7506453819921384
0.4438832871818392,-1.000926647743157,0.17067435210586085,-1.5417396130770469
0.7864422546561937,-1.5127449880663095,0.4342356270702884,1.26015590893811
2.1381393944146674,-0.18348729514621503,-0.8949121911199822,-0.16714688666712904
2.8019531458273548,-0.009647931636489903,1.8530965020977324,0.5698470926002506
0.0433473225176371,-0.13593156119358013,0.14137822282245,-0.0803012637164657
-0.4894485563153301,2.697150075978631,0.7889999426329447,-0.2297096117215893
-0.22058944116017315,-0.061619614437845714,0.33702441547409057,0.8250824749244697
0.943754676494698,-0.31766928917028303,-0.37241619781876106,0.22578081830337665
0.4926354307206166,0.12072270142084131,-1.5689247788896525,0.2874813011529644
1.1963392109245783,-0.9280184005767611,0.7452743993716815,-0.8072142390204483
0.12238358570962335,1.6357258359530147,0.5774275207560227,0.12444522419552868
0.05007427111985198,0.7305353465884286,0.6102308912936119,-0.08406023233680576
0.7204061501596134,0.10487615617025006,-0.012654783745849123,2.072526120851123
-0.26585120016517544,-0.03427081689850047,-1.3337880149043104,1.0593281354810618
2.308100447250903,1.2669935732542912,0.6620579104589247,0.8227948403470948
0.7510924802756541,1.0050361848092344,0.832053292902933,-1.567536785729313
-1.1607214538512454,-1.4174015152590886,-1.5432805339853652,-0.9504195651845894
0.15805419506012006,-2.523521825124559,-0.01440122201109467,0.14538154415655977
0.8762134794841686,-0.07016604951768009,0.9453019962448865,-0.6156237778436237
0.6994006291519222,-0.3366379792690284,-0.5176452667435285,2.2988568223164307
-1.1894985976998929,0.34113745698101056,0.2838610956948741,-1.5943649765806989
0.2529382157234331,-0.8766716875849963,-0.85987439192896,0.39985731554194026
0.6398062084302905,0.33623843925251357,-0.7802033647463044,-0.7005514233079241
0.9272028704982284,1.0896961262760128,-1.019618598937594,0.2910028533912333
-1.0732177731360275,0.713222864017059,0.9947854764092349,-0.9190856590226533
-0.6438282351237483,-0.3169592886404109,-0.16965138977674418,-2.0537591962361526
-0.1488538833818173,0.35940459941329,-0.7898422991796334,0.8027687079348789
1.2754512066917234,1.0699257341887427,0.6463256907883453,-0.5160289166179192
0.07531736696399276,0.11963260725960484,0.7599411677909483,0.1579659451017246
1.1728931112403818,1.450721454526149,0.1497391478110169,0.26599069512466766
-1.7287527877852118,0.6849562478089726,-1.5853217265739061,-0.6484192514990573
-0.3216013360258224,0.8076787271012593,-1.380038176068633,-2.214615611071438
2.506776675787996,0.6041499985658215,0.5878300068807002,-0.40328912384832744
0.1483067167445487,-1.8265781430771413,0.5806454822259571,-0.45317747126401803
0.03715507325906994,0.2940748853710284,-1.0298055150726,-0.6872312407171338
0.3476827161926841,0.11528216230701724,-0.8444347568669394,-1.4377264122359326
-0.047169963043203075,0.19614844752853,-0.06479038217127885,-1.1894739287256637
0.2556517557791223,1.8832464604357806,-1.143472867255665,0.7811851403913452
0.24978244378719117,2.0720829741411335,0.3898479972917022,-0.14408234147177368
0.725535112089187,-0.3986950476302403,-0.6468773674607196,-1.114881116804621
0.21948415050476922,-0.15168628648449292,0.8368458167419192,0.607775055463185
1.0398001335207123,0.8311442241565643,0.45850254357272385,1.4230188945242492
0.42735999883047115,-0.4238430491429484,-0.7033859345076919,-1.5328454316889966
-0.28528567510443936,0.3423573062923321,1.2559132943462867,-0.3926147274241409
0.4017808855831911,0.6053331371960746,1.9938683003316409,1.0379475837449565
-0.8284709837016399,0.32670445914990703,0.9158995701177705,-0.010499550675424433
0.3417547197156505,-0.22435371315640076,0.38482403022056616,2.1379964424520126
-0.5574684695131248,0.37354003152928755,0.1999444391423586,1.8373269276936197
-0.5841972430481994,-0.3441154795130268,-0.8954473055985953,0.2550436989684728
0.9171470150979787,-1.2231681563675219,-0.17934919424953674,0.4498904381768258
